customer_id,customer_name,age,gender,city
222,akash,40,m,pune
223,madhuri, ,female,nashik
224,priya,-,female,thane
225,pratik,-,,thane
226,rohan,29,m,nagpur
227,rohan,,f,mumbai
228,neha,,female,mumbai
229,madhuri,-,f,nashik
230,pratik,-,female,nagpur
231,neha,,m,mumbai
232, ,33,male, 
233,sai,51,m,nagpur
234,akash, ,f,pune
235,sai,46,male,thane
236,akash,,f,nashik
237,madhuri,-,female,thane
238,neha,18,f,nagpur
239,priya,-,male,pune
240,pratik, ,male,pune
241,madhuri,,m,pune
242,rohan,-,f,nashik
243, , ,female,nagpur
244,rohan,,male,mumbai
245,sai,59,,mumbai
246,akash,,,nagpur
247, , ,m,mumbai
248,neha,-,m,pune
249, ,,female,mumbai
250, , ,m,pune
251,madhuri, ,female,mumbai
252,pratik,18,,nagpur
253,neha,,male,nashik
254,priya, ,f,nashik
255,pratik,,m,thane
256,rohan,42,f,nagpur
257,meera,32,m,mumbai
258,neha,49,f,mumbai
259,sai, ,f,nashik
260,neha,-,m,mumbai
261,madhuri,41,,thane
262, ,,,nashik
263,priya,26,f,mumbai
264,pratik, ,female,nagpur
265,meera, ,f,thane
266,pratik,-,male,pune
267,rohan,-,f,nagpur
268, , ,m, 
269,sai, ,f,pune
270,madhuri,-,female,mumbai
271,akash,,female,nashik
272,rohan, ,f,pune
273,neha,20,m,nagpur
274, ,-,,thane
275,pratik,,f, 
276,sai,-,male, 
277,pratik,,f,nagpur
278,neha,-,m,nashik
279,sai,-,female,thane
280, , ,m,mumbai
281,priya, ,m,nashik
282,pratik,55,m,thane
283,meera,29,female,nagpur
284,sai,,m, 
285,neha,,f,nagpur
286,akash,18,female, 
287, ,-,, 
288,pratik,,f,pune
289,pratik,,f,pune
290,rohan, ,female,nagpur
291,sai,-,f,nashik
292,rohan, ,f,mumbai
293,meera,,male,mumbai
294,pratik,,female,nashik
295,rohan, ,m, 
296, ,,m,nashik
297,rohan,,m,nashik
298,sai,-,female,nashik
299,meera,45,male,nagpur
300,madhuri, ,f,nagpur
301,madhuri,-,f, 
302,priya,,male,pune
303,neha,,m, 
304, , ,f,pune
305, , ,male,thane
306,madhuri,46,m,thane
307,rohan,55,,nashik
308,neha,60,female,pune
309,sai,,female, 
310,madhuri,,female,thane
311,akash,51,m,nagpur
312,madhuri,-,m, 
313,neha,-,female,nashik
314,sai, ,m, 
315,neha,48,, 
316,pratik, ,, 
317,rohan, ,female, 
318,meera, ,male,mumbai
319,madhuri,-,m, 
320,priya,-,f,pune
321,pratik,,, 
322,rohan, ,f,nashik
323,sai,-,f,nashik
324, ,33,male, 
325,madhuri,48,female, 
326,akash,45,, 
327,madhuri,-,m,nashik
328,akash,,female,nashik
329,madhuri,,f, 
330,pratik, ,female,pune
331,priya,-,m, 
332,akash,,female,nagpur
333,rohan,-,m,pune
334,madhuri, ,female,thane
335,madhuri,-,male,mumbai
336,rohan,42,m, 
337, ,-,,thane
338, ,20,m, 
339,sai,-,,nashik
340,sai, ,,nagpur
341, ,22,m,pune
342, , ,,thane
343, ,-,m,mumbai
344,akash,25,m, 
345,madhuri,56,f, 
346,neha,-,female,nagpur
347, , ,female,nagpur
348,sai,23,female,pune
349,madhuri, ,m,nashik
350,meera,-,male,nagpur
351,rohan,,f,nagpur
352,neha, ,,thane
353,sai,24,female,nashik
354,rohan, ,male, 
355,rohan,,male, 
356,sai,,male,nagpur
357,rohan,50,m,thane
358,pratik, ,,nashik
359, ,51,f,mumbai
360,rohan,55,female,pune
361,sai,,,thane
362,pratik, ,male,nagpur
363,meera,-,male, 
364,neha,,male,pune
365,rohan, ,m,nashik
366,madhuri,21,f,pune
367,sai, ,,thane
368,rohan,,female,nashik
369,meera,,f,thane
370,rohan,,f,nagpur
371,meera,-,,pune
372,akash,58,f,nagpur
373,sai,-,m, 
374,priya,-,m, 
375,madhuri,-,f,nashik
376,priya,-,male, 
377,madhuri,33,male,mumbai
378,akash,-,,thane
379,madhuri,,f,nashik
380,meera,24,male, 
381,sai,53,m,pune
382, ,-,,pune
383, ,23,female,mumbai
384,priya,,male,nashik
385,meera,,male,nagpur
386,akash,-,f,mumbai
387,sai,57,female, 
388,priya, ,m,nashik
389,meera,,, 
390,neha,-,f, 
391,madhuri,26,female, 
392,akash,39,m,nagpur
393,pratik, ,m,mumbai
394, ,-,male,mumbai
395,priya,-,,thane
396,akash,,female,thane
397,akash,,male,nagpur
398,pratik,-,f,nashik
399,akash,,male,thane
400,sai,56,f,thane
401,madhuri,,f,nagpur
402, ,35,female,mumbai
403,neha,24,female, 
404,neha,22,f,pune
405,madhuri,,f, 
406, ,49,m,nagpur
407,akash, ,female,nagpur
408,meera,-,,nashik
409,madhuri,,male,thane
410, ,-,f, 
411,meera,-,f,pune
412,sai, ,, 
413,pratik,,m,mumbai
414,madhuri,,,nashik
415,madhuri, ,f,pune
416,akash,-,female,thane
417,sai, ,,nashik
418,sai,,,thane
419,pratik,52,f,nashik
420,meera, ,m,pune
421,neha, ,female,pune
422,pratik,,m, 
423,akash,-,f,nagpur
424,neha,,,nashik
425,neha,,,nagpur
426,pratik,,,pune
427,pratik,22,, 
428,madhuri,44,male,mumbai
429,neha, ,,nagpur
430,pratik,44,,nashik
431,akash,,female, 
432,madhuri, ,male,mumbai
433,madhuri,27,,pune
434,rohan, ,,pune
435,pratik,54,female, 
436,priya,-,,thane
437, , ,male,mumbai
438,madhuri, ,m,mumbai
439,neha, ,female, 
440, ,33,m, 
441, ,38,female,nashik
442,priya, ,f,nagpur
443,meera, ,female,thane
444,rohan, ,f,nagpur
445,meera,,m,thane
446,neha,32,m,thane
447,meera,,m,nashik
448,meera,56,,nagpur
449,meera,-,male,nagpur
450,sai,21,m,nashik
451,pratik,44,f,nagpur
452, ,-,m,nagpur
453,neha, ,male,nashik
454,madhuri,19,male,pune
455,sai,,m,nagpur
456,pratik,32,male,nagpur
457, ,-,f,thane
458,neha,23,f,thane
459,sai,-,f,pune
460,neha,,male,mumbai
461,madhuri,,m,nashik
462,madhuri,22,f,mumbai
463,akash,,m,pune
464,madhuri,42,,nagpur
465, ,-,female, 
466,priya,-,,nashik
467,meera,-,male,nagpur
468,rohan,,male, 
469,madhuri,,m,nagpur
470,akash,-,f,mumbai
471,sai,,female,thane
472,rohan,-,f,thane
473,akash, ,m,mumbai
474,rohan, ,male,nashik
475,neha, ,,nashik
476, ,,m,nashik
477,priya,-,m, 
478,madhuri, ,f,mumbai
479, ,39,f,thane
480,meera,21,f,nagpur
481,madhuri,,m,mumbai
482,madhuri,,m,mumbai
483,akash,,female,pune
484,priya,45,f,thane
485,pratik,,male,thane
486,neha,37,f,pune
487,rohan,52,f,nashik
488,madhuri,31,f,nagpur
489,meera,-,m,nagpur
490,meera, ,female,pune
491,meera,-,m,pune
492,priya,,,nashik
493, ,21,male,mumbai
494,priya,-,f,nagpur
495,pratik,-,male,nagpur
496,sai,30,m,thane
497,rohan,-,m,nagpur
498,meera, ,m,nashik
499, ,,,thane
500,meera,,f,mumbai
501,madhuri,25,m,mumbai
502,rohan,-,male,nashik
503,madhuri,-,,nagpur
504,pratik, ,,nashik
505,meera,,f,thane
506,priya,-,f,nashik
507,meera,,female, 
508,neha, ,male,nagpur
509,meera, ,female,pune
510,rohan,-,,pune
511,rohan,-,f, 
512,sai,-,male,mumbai
513,priya,-,,pune
514,rohan,36,male,nashik
515,sai,,f,nagpur
516,sai,,male,pune
517,akash,,female,mumbai
518,pratik, ,,mumbai
519,madhuri, ,f,pune
520,priya,54,male,nagpur
521,sai,-,female,thane
522,sai,31,,nashik
523,neha,-,female,mumbai
524, ,50,,nagpur
525,rohan,-,female, 
526,sai,,,pune
527,priya,,f,mumbai
528,sai, ,female, 
529,priya,,,mumbai
530,sai,20,f,pune
531, ,,female,thane
532,akash,,,nashik
533,madhuri,20,male,thane
534, ,-,male,mumbai
535, , ,female,nashik
536,priya, ,f,nashik
537, ,-,,thane
538,priya,,m,nashik
539,pratik,37,male,nagpur
540,madhuri,,female,pune
541,meera,-,male,nashik
542,madhuri,57,f,nashik
543,meera,,f,nagpur
544,akash, ,,pune
545,priya,-,m,mumbai
546,madhuri,-,female,thane
547, ,-,m,mumbai
548,sai,-,f,nashik
549,priya, ,male, 
550,rohan,54,female, 
551,rohan,-,,mumbai
552,akash,49,male, 
553,meera,47,,nashik
554,neha,23,,nashik
555,sai, ,m,nashik
556,sai, ,,thane
557,madhuri,,female, 
558,rohan,-,male,nagpur
559,pratik,57,m,thane
560,rohan, ,male,mumbai
561, ,54,f,thane
562,madhuri,,f,thane
563,sai,,m, 
564,madhuri,,f, 
565,meera, ,m, 
566,rohan, ,m,nagpur
567,pratik,45,female,nashik
568,madhuri, ,,mumbai
569,pratik,,m,pune
570,meera,18,female, 
571,priya,,male, 
572,rohan,20,m,pune
573, , ,male,pune
574,meera,-,female, 
575,rohan,21,,nashik
576,madhuri,-,f,mumbai
577,pratik,-,male,nashik
578, ,-,,thane
579, , ,female,thane
580,akash,33,male,thane
581,neha,,m,thane
582,pratik,49,m,mumbai
583,meera,-,,nashik
584,neha, ,,thane
585,akash,,male,pune
586,meera,-,female,mumbai
587,priya,-,m,thane
588,sai,,,nashik
589,neha,47,m,pune
590,neha,-,male,nagpur
591,madhuri,-,male,pune
592,sai,18,m,nagpur
593,priya,-,female,pune
594,madhuri, ,female,mumbai
595,priya,-,male, 
596,priya,40,female, 
597,neha, ,male,mumbai
598,neha,-,f,nagpur
599,sai, ,,nashik
600,priya,,male,nashik
601,madhuri,41,f,thane
602, ,,f,nagpur
603,pratik, ,f,pune
604,neha,,female,thane
605,meera, ,, 
606,akash,41,f,nashik
607,meera,-,,nagpur
608,pratik,27,female,mumbai
609,akash,,f, 
610,akash,34,f,thane
611,neha,-,,thane
612,sai, ,m, 
613, ,-,,pune
614,neha,,male,mumbai
615,akash,-,,nashik
616,priya, ,male,nashik
617,neha,-,male,nashik
618,pratik,27,male,nashik
619,meera,,male,mumbai
620,sai,,male,thane
621,neha, ,m, 
622,akash,-,male, 
623,meera, ,male,thane
624,meera,-,f,nagpur
625,sai,48,m, 
626,pratik,-,male,nashik
627,madhuri, ,male, 
628, ,,female,mumbai
629,sai,-,f,thane
630,rohan,,female,mumbai
631,rohan,-,male, 
632,sai,,,nashik
633,akash,-,male,pune
634,madhuri, ,f,thane
635,neha,,f, 
636,priya,,female,nagpur
637,akash,56,f,thane
638,pratik,50,female,nagpur
639,sai,34,f,nagpur
640,akash,-,f, 
641,madhuri,28,f,nashik
642, ,25,male,mumbai
643,neha,41,male,nashik
644,meera,,m,nashik
645,sai,30,m,mumbai
646,rohan,,,nagpur
647,neha,-,female,nagpur
648,sai,,, 
649,sai,-,,nashik
650,priya, ,m,pune
651,meera,43,female,thane
652,pratik, ,female,thane
653,neha,,male,mumbai
654,neha, ,male,nashik
655,sai,-,female,nashik
656,akash, ,female,nagpur
657,sai,,,mumbai
658,madhuri,-,f, 
659,meera,,f,thane
660,neha, ,f,pune
661,rohan,-,,nashik
662,priya,,,thane
663,priya,-,,pune
664,madhuri,-,male,nashik
665,neha, ,female,nagpur
666,madhuri,,male,nagpur
667,meera, ,male,thane
668,akash,22,male,nashik
669,pratik, ,,pune
670, ,52,,pune
671,neha,,f,nashik
672,pratik,-,m,thane
673,akash,47,female,thane
674,meera, ,female,mumbai
675,pratik,60,male,nagpur
676,pratik, ,f,pune
677, , ,m,mumbai
678,meera,,m,pune
679,pratik,,female,mumbai
680,madhuri, ,m,nagpur
681, , ,f, 
682,akash,-,male,nagpur
683,meera,,male,nashik
684,pratik, ,male,mumbai
685,meera,-,f,thane
686,neha,,female,thane
687,pratik,-,f,pune
688,meera,-,f,nashik
689, ,30,male,pune
690, ,-,female,mumbai
691,priya,50,m,pune
692,priya,57,female,mumbai
693,sai,43,female,nashik
694,pratik,-,female,pune
695,rohan,,male,pune
696,pratik,28,male,pune
697,priya, ,m, 
698,madhuri, ,f,nashik
699,pratik,-,m,thane
700, ,-,m,pune
701,akash,,female,nashik
702,rohan, ,f,pune
703,madhuri,,m,thane
704,akash,-,female,nashik
705,priya,23,female,nagpur
706,akash,43,m,thane
707,madhuri,59,m,pune
708,akash,-,f,mumbai
709,pratik, ,,mumbai
710,rohan, ,male,thane
711,sai,,m,thane
712, ,,,pune
713,akash,-,f,thane
714,priya, ,male,pune
715,meera, ,m,pune
716,madhuri,-,f,thane
717,madhuri,25,,pune
718,akash,,,nagpur
719,madhuri,,male,pune
720,rohan,-,female,pune
721,pratik,-,,thane
722,madhuri,28,male,nagpur
723,meera, ,f,mumbai
724, ,-,f,pune
725,neha,-,male,thane
726,priya,,m,nashik
727,akash,-,,mumbai
728,sai, ,male,pune
729,madhuri,-,male,thane
730,akash,,female,thane
731,sai, ,male,mumbai
732,pratik,-,,thane
733, ,,male,nagpur
734, ,21,m,nashik
735,sai,-,f,mumbai
736,rohan, ,female,nashik
737,akash,,f,thane
738,meera, ,,nagpur
739, , ,male,nashik
740,neha,-,f, 
741,madhuri,-,m, 
742,pratik,44,female, 
743, , ,,pune
744,madhuri,-,f,nashik
745,neha,,f, 
746,akash,,f,nashik
747,akash,,f,mumbai
748,madhuri,-,f,mumbai
749,madhuri,-,f,mumbai
750,neha,-,m,nashik
751,priya,,male, 
752,madhuri, ,,thane
753,akash,,m,mumbai
754,rohan, ,male,thane
755,rohan,-,female,pune
756,neha,-,male,nagpur
757,sai, ,m,nagpur
758,akash,19,male,nagpur
759,sai,,female,pune
760,meera,51,male,thane
761,akash,-,male,nashik
762, ,-,m,thane
763,pratik,,,nashik
764,meera,22,,thane
765, ,55,,nashik
766,rohan,,female,nagpur
767, ,-,f,nagpur
768,priya,-,female,pune
769,neha,-,female,thane
770,akash,50,, 
771,pratik, ,f,mumbai
772,sai,,female,nashik
773,priya,-,female,pune
774,neha,25,,mumbai
775,akash,40,,nashik
776,pratik, ,male, 
777,sai,50,,nashik
778,neha,,, 
779,sai,-,f,pune
780,pratik,,, 
781,neha, ,m,mumbai
782,rohan,,f,pune
783,meera,,, 
784,akash,-,male,mumbai
785,priya,30,, 
786,neha,-,f,pune
787,rohan,50,f,thane
788,madhuri, ,female,nashik
789, ,,m,thane
790,akash,38,m,nagpur
791,akash,33,female,thane
792,neha,,,nashik
793,madhuri,50,female,pune
794,madhuri,,,thane
795,rohan,-,male,mumbai
796,meera, ,female,mumbai
797,rohan,-,f,thane
798,sai,26,m, 
799,rohan,-,m, 
800,akash,,male,nagpur
801,akash, ,male,thane
802,neha, ,f, 
803,akash,,m,thane
804, ,48,m,nashik
805,madhuri, ,m, 
806,sai,,male,nagpur
807, ,23,,thane
808,neha,42,male,nagpur
809, ,,m,thane
810,akash, ,f,mumbai
811,pratik,35,m,mumbai
812,madhuri,50,male,nagpur
813,meera,-,male,pune
814,rohan, ,m, 
815, ,32,female,nagpur
816,priya,40,female,nashik
817,neha,-,female,mumbai
818,priya,46,f,nagpur
819,neha, ,m,nagpur
820, , ,m,nagpur
821, , ,female,nashik
822,priya,,, 
823,sai,39,,nagpur
824,pratik,30,female,nashik
825,meera,,m,nagpur
826,priya, ,m,pune
827,neha,43,m,nashik
828,priya,,, 
829, , ,female,nagpur
830,meera, ,male,nagpur
831,meera,53,male, 
832,rohan,,, 
833,priya,-,f,mumbai
834,rohan,,female,nashik
835,madhuri, ,f,nagpur
836,meera,43,male,nagpur
837,madhuri,32,f,nagpur
838, , ,m,pune
839,priya,60,,mumbai
840,rohan,,f,mumbai
841,madhuri,23,,mumbai
842,neha,35,m, 
843,pratik,,f,nashik
844,priya,19,female,nagpur
845,akash,-,m,pune
846, ,-,m,nagpur
847,akash,-,f,nashik
848, ,46,male,pune
849,akash,,female,nashik
850,sai,,m, 
851,akash,,female,nashik
852,priya,-,female,thane
853,meera,-,f,pune
854,neha,,male,mumbai
855,meera,,male,mumbai
856,akash,-,f,thane
857,pratik, ,male, 
858, , ,f,thane
859,akash,-,male,nagpur
860,priya,-,f,mumbai
861,akash, ,,nagpur
862,pratik, ,female,pune
863,neha,,f, 
864,priya,,f,thane
865,neha,,f, 
866,priya, ,male, 
867,meera,-,f, 
868,madhuri,-,m,mumbai
869,meera,,m,mumbai
870, , ,female,nagpur
871, ,,m,nagpur
872,sai,,female,nashik
873,sai,,f,pune
874,akash,31,female,thane
875,sai,-,female,pune
876,pratik,58,m,thane
877, ,38,male, 
878,meera,,female,nagpur
879, , ,f,nagpur
880,rohan,,female,nagpur
881,madhuri,59,m,mumbai
882,meera,40,female,nagpur
883,neha,-,f,nagpur
884,rohan, ,m,nashik
885,meera, ,female,nashik
886, ,28,female, 
887,sai,-,male, 
888,meera,,f,mumbai
889,pratik,,,nashik
890,meera,,male,nashik
891, , ,m,mumbai
892,pratik,,m,nagpur
893,akash,-,male, 
894,akash, ,,thane
895,akash,,m,nashik
896,madhuri,,m,nashik
897, ,,f,pune
898,neha, ,,pune
899, , ,m,nashik
900,rohan,-,f,nagpur
901,priya,,, 
902,sai,,m,nashik
903,rohan,36,m,thane
904,madhuri,-,male,pune
905, ,-,m,mumbai
906,neha,,,nashik
907,neha,-,,mumbai
908,akash,54,male,mumbai
909,neha, ,f,mumbai
910,meera,37,female,nagpur
911,madhuri, ,, 
912, ,41,female,pune
913, ,48,f,nagpur
914,akash,,male, 
915, ,-,f,pune
916,rohan,54,f,nashik
917,pratik,50,m,thane
918,meera, ,female,nashik
919,neha,18,f,thane
920,madhuri,58,,nagpur
921,madhuri,34,m,nagpur
922,neha, ,m,nagpur
923,madhuri,,f,thane
924,sai,,male,nashik
925,neha,55,m,mumbai
926,akash, ,,nagpur
927,sai,,,mumbai
928,sai,45,male,pune
929,neha, ,f,pune
930,priya,,f, 
931,meera,,f,nagpur
932,neha,,male,nagpur
933,pratik,18,female,nashik
934, ,,male,pune
935,rohan,,,thane
936,neha,26,m,nashik
937,akash,26,, 
938,rohan, ,male,mumbai
939,madhuri,,m,pune
940,madhuri,-,male,thane
941,rohan,47,f,pune
942,rohan,,m, 
943,sai,-,female,mumbai
944,priya,19,female, 
945,neha,,female,pune
946,madhuri,,f,nagpur
947, ,55,m, 
948,meera,-,f, 
949,priya,43,f, 
950,sai,,male,pune
951,priya,46,female, 
952,priya,,,thane
953,sai,-,f,nashik
954,rohan,58,male, 
955,sai,,m,nagpur
956,pratik,,female,thane
957,akash,,,mumbai
958,sai,-,,nashik
959,meera,,f, 
960,pratik,55,,mumbai
961,akash,40,m,nashik
962, ,-,m,nagpur
963,pratik,25,, 
964,neha, ,f,nashik
965,madhuri,-,f,nashik
966, ,56,male,nagpur
967,akash, ,female,nagpur
968,pratik,-,m, 
969, , ,female,nagpur
970, ,57,male, 
971,pratik,59,m, 
972,priya, ,female,nagpur
973,rohan, ,male,mumbai
974, ,-,f, 
975,sai, ,f, 
976,priya,,male,nagpur
977, ,-,male,nagpur
978,neha, ,,nagpur
979,akash,-,male,nagpur
980,akash,-,,pune
981,sai,,male,nashik
982,pratik, ,male,pune
983,pratik,-,m, 
984,meera,27,,pune
985,priya,-,f,pune
986,akash, ,male, 
987,madhuri,,male,thane
988,priya,,male,nagpur
989,sai,,female,nashik
990,meera,,f,nashik
991,neha, ,female,nashik
992,meera,-,male,thane
993,sai, ,female,mumbai
994,akash, ,f,pune
995, ,-,m,thane
996,priya,-,female,nashik
997, ,,male,pune
998,pratik, ,male,pune
999,madhuri,,female,thane
1000,rohan,,,thane
1001,sai, ,f, 
1002,meera,26,m,nashik
1003,priya, ,f,thane
1004,sai,-,,pune
1005,priya,-,,mumbai
1006,meera,-,f,mumbai
1007,neha,,male,pune
1008,priya, ,male, 
1009, ,-,m,nagpur
1010,madhuri,36,male,nagpur
1011,pratik,,f,nashik
1012,sai,58,,mumbai
1013,sai,,female,pune
1014,meera,,f,pune
1015,pratik,-,male,pune
1016,sai,,,nashik
1017,madhuri,19,m,mumbai
1018,rohan, ,m,thane
1019,madhuri, ,m,thane
1020, ,59,f,pune
1021,neha,39,f,pune
1022,priya,27,male,nagpur
1023,meera, ,m,thane
1024,priya,,,nashik
1025,meera, ,male,nashik
1026,rohan,-,m,pune
1027,pratik,-,f,nagpur
1028,meera,-,f,nashik
1029,sai,-,f,nashik
1030,madhuri, ,,nashik
1031,pratik,,,nagpur
1032,sai,,male,thane
1033,sai,,m, 
1034,pratik,-,male, 
1035,priya,,male,mumbai
1036,priya,,male,thane
1037,rohan,28,male, 
1038,sai, ,,mumbai
1039,akash,60,m,mumbai
1040,meera,,female,pune
1041, , ,f,mumbai
1042,akash,,m,pune
1043,rohan, ,male,thane
1044, ,,m,thane
1045, , ,m,thane
1046,madhuri,,, 
1047,madhuri,-,male,pune
1048,pratik,27,m,thane
1049,neha,,f,pune
1050,pratik, ,,nashik
1051,meera,-,,mumbai
1052,akash, ,female,mumbai
1053,priya,44,f, 
1054, ,60,male,pune
1055, ,,m,nashik
1056,sai, ,m,nashik
1057,priya, ,f,mumbai
1058,priya, ,female,mumbai
1059,pratik,,female,nagpur
1060,meera, ,female,nashik
1061,sai, ,m,nashik
1062,meera, ,m,nashik
1063,madhuri,,m,nashik
1064,sai,-,female, 
1065,neha,-,female,nagpur
1066,akash,-,male,thane
1067, ,55,m, 
1068,rohan, ,f,thane
1069,neha,,,nashik
1070,sai,30,female,nagpur
1071,pratik,,m, 
1072,rohan,-,m,pune
1073, , ,f,mumbai
1074,pratik,,female, 
1075,pratik,,f,mumbai
1076,madhuri, ,female,thane
1077,priya,38,m,pune
1078,akash,-,f,nashik
1079,akash,31,female,nagpur
1080,pratik,,,nashik
1081,rohan,55,male,mumbai
1082,pratik, ,f,nashik
1083,madhuri,44,female,pune
1084,neha, ,male,nashik
1085,akash,21,m,mumbai
1086,akash, ,male,mumbai
1087,sai,-,male,pune
1088,priya, ,m,mumbai
1089,priya,18,m, 
1090,akash,,m,mumbai
1091,priya,,f, 
1092,pratik,29,male,nashik
1093,akash,19,f,nashik
1094,akash,48,male,pune
1095,priya,44,female,thane
1096,akash,,f,mumbai
1097,priya,34,m,nashik
1098,madhuri,60,,pune
1099,rohan, ,f,thane
1100,sai,-,,nagpur
1101,neha,43,female,mumbai
1102,sai,,m,nashik
1103,akash,51,male,nashik
